,CommonName,Longitude,Latitude,Landmark,LSOA
832,Arrad Street,-2.970141955,53.40191385,Everyman Theatre,E01006514
833,Mount Street,-2.971348771,53.40008827,,E01006514
834,Penny Lane,-2.924389939,53.38400247,Penny Lane,E01033749
835,Queens Drive,-2.93144524,53.38005541,,E01006526
836,Liverpool South Parkway,-2.89004095,53.35830359,Woolton Road,E01006743
837,Liverpool South Parkway,-2.889859172,53.35823303,Woolton Road,E01006743
838,Liverpool South Parkway,-2.88994594,53.35807058,Woolton Road,E01006743
839,Liverpool South Parkway,-2.890154953,53.3580061,Woolton Road,E01006743
840,Liverpool South Parkway,-2.890395136,53.35799532,Woolton Road,E01006743
841,Queens Drive,-2.90699481,53.41511161,,E01006569
842,Black Horse Lane,-2.907847486,53.41488041,,E01006713
843,Queens Drive,-2.904552307,53.41557959,,E01006569
844,Clayford Crescent,-2.905764755,53.41599287,,E01006569
845,Queens Drive,-2.906301103,53.41503598,,E01006565
846,Chatterton Road,-2.901386494,53.41670916,Chatterton Road,E01006569
847,Timpron Street,-2.947947211,53.39879323,United Reform Church,E01006752
848,Glendevon Road,-2.892487832,53.40419161,Bowling Green,E01006576
849,Glendevon Road,-2.893221373,53.40402433,Bowling Green,E01006576
850,Sandfield Park East,-2.898890268,53.42818875,Sandfield Park East,E01006620
851,Deysbrook Lane,-2.899379769,53.4285626,Deysbrook Lane,E01006640
852,Kings Drive,-2.866164899,53.37457842,Woolton Post Office,E01006795
853,Woolton Street,-2.865051108,53.3745056,Coach and Horses PH,E01006798
854,Alvanley Road,-2.896329781,53.42738103,,E01006620
855,Thornhead Lane,-2.895907126,53.42732128,,E01006640
856,Hartsbourne Avenue,-2.876961522,53.40037855,Harwich Grove,E01006774
857,Island Road South,-2.892908091,53.35529784,Market,E01006743
858,Hamlin Road,-2.892623045,53.35531795,Market,E01006743
859,Cheddar Close,-2.87576329,53.37279149,Allerton Road,E01006799
860,Beeston Grove,-2.914751348,53.36009427,,E01006687
861,Churchdown Grove,-2.882482993,53.41934928,,E01006571
862,Ackers Hall Avenue,-2.880267133,53.41988699,,E01006642
863,Trefula Park,-2.912911902,53.42864867,Trefula Park,E01006617
864,Trefula Park,-2.912536858,53.42870547,,E01006617
865,Eaton Road North,-2.910960693,53.43100966,,E01006617
866,Town Row,-2.909837721,53.43198902,,E01006617
867,West Derby Village,-2.909844249,53.43229459,,E01006617
868,Wellgreen Road,-2.875161757,53.3976951,,E01006769
869,West Derby Village,-2.909642966,53.43273657,,E01006617
870,Carnatic Road,-2.921773823,53.37843159,,E01006524
871,Palmerston Close,-2.919349265,53.37962784,,E01006524
872,Haswell Drive,-2.874739588,53.4372221,,E01006671
873,Craighurst Road,-2.872534393,53.39644691,Craighurst Road,E01006769
874,Bentham Drive,-2.887696145,53.40162057,,E01006578
875,Sandfield Road,-2.863525594,53.38305609,Gateacre Uniterian Church,E01006794
876,Grange Lane,-2.862523533,53.38331502,,E01006794
877,Ramsey Road,-2.890283904,53.36347041,Ramsey Road,E01006536
878,Danefield Road,-2.889645547,53.3631246,,E01006536
879,Baldwin Avenue,-2.876789129,53.40150343,Court Hey Park,E01006773
880,Baldwin Avenue,-2.876012008,53.40101474,Court Hey Park,E01006774
881,Baldwin Avenue,-2.879206199,53.40274409,,E01006773
882,Baldwin Avenue,-2.879688558,53.40279447,,E01006773
883,Garston Old Road,-2.90285246,53.36160515,,E01006686
884,Queens Drive,-2.895943802,53.39757688,,E01006579
885,Childwall Priory Road,-2.895535914,53.39749005,,E01006579
886,Childwall Road,-2.897648657,53.39640451,Fiveways PH,E01006582
887,Childwall Valley Road,-2.897017294,53.39784747,Fiveways PH,E01006582
888,Corbridge Road,-2.895851246,53.3967506,Fiveways PH,E01006581
889,Stamfordham Road,-2.897201722,53.36586358,Conservative Club,E01006534
890,Mab Lane,-2.880390629,53.4324165,,E01006644
891,Vale Road,-2.882218204,53.3774811,Milman court flats,E01006799
892,Evesham Close,-2.878951053,53.37504225,Allerton golf course,E01006532
893,Evesham Close,-2.878379019,53.37500151,Rydecroft,E01006799
894,Menlove Avenue,-2.873500328,53.37164851,Derby Arms,E01006799
895,Hillfoot Road,-2.873328767,53.37134414,,E01006533
896,Park Avenue,-2.92951367,53.3797199,Mossley Hill Hospital,E01006524
897,Park Avenue,-2.929476017,53.38006177,Mossley Hill Hospital,E01006526
898,Green Lane,-2.898087937,53.39012696,St Joseph's Home,E01006592
899,Montclair Drive,-2.90476348,53.3922159,Tennis Court,E01006592
900,Yew Tree Road,-2.887175728,53.38022191,Yewtree Road,E01006532
901,Beaconsfield Road,-2.885539698,53.37962282,Beaconsfield Road,E01006796
902,Allerford Road,-2.896591294,53.43408473,,E01006624
903,Burtree Road,-2.869700746,53.42710155,,E01006637
904,Whitney Road,-2.854276331,53.37463715,English Rose PH,E01006797
905,The Vineries,-2.883139314,53.37768103,The Vineries,E01006532
906,Heath Road,-2.892324504,53.36619678,St Bernadettes RC Church,E01006535
907,Danefield Road,-2.887898956,53.36440505,,E01006536
908,Danefield Road,-2.888165113,53.36419632,,E01006536
909,Woolton Road,-2.883148439,53.36286724,Clarke Gardens,E01006535
910,Woolton Road,-2.885044927,53.36301499,Aspringwood Gardens,E01006536
911,Gipsy Lane,-2.887305659,53.38791544,Devon Gardens,E01006594
912,Woolton Road,-2.893759871,53.38953023,Woolton Road,E01006583
913,Elmswood Road,-2.933269119,53.37546579,,E01006521
914,Mather Avenue,-2.90918452,53.38233946,Tesco,E01006689
915,Yew Tree Lane,-2.881052617,53.43240263,,E01006639
916,Grenbank Road,-2.925579002,53.38544945,Rathbone Hall,E01006553
917,Thurne Way,-2.872837187,53.39140194,The Boulevard PH,E01006800
918,Wallgate Way,-2.873676138,53.39271717,Wallgate Road,E01006800
919,Grange Way,-2.868380395,53.38742541,Gateacre Comp School,E01006801
920,Rocky Lane,-2.898308198,53.40129848,,E01006577
921,Queens Drive,-2.898067138,53.39699463,,E01006582
922,Queens Drive,-2.898132397,53.39723684,Library,E01006582
923,Dunbabin Road,-2.892066098,53.39410026,Electricity Sub Station,E01006581
924,Childwall Abbey Road,-2.8904392,53.3946877,,E01006581
925,The Nook,-2.858893947,53.38076139,,E01006793
926,Halewood Road,-2.856759481,53.37852951,,E01006797
927,Out Lane,-2.856802175,53.37915843,,E01006793
928,Mackets Lane,-2.853853537,53.3745413,English Rose PH,E01006797
929,Rosemont Road,-2.925903868,53.37547822,Carnatic Halls,E01006524
930,Stand Park Road,-2.886798959,53.39319568,,E01006583
931,Clifton Court,-2.896665698,53.36610132,New Heys Comp School,E01006534
932,Hornby Lane,-2.89228745,53.38886708,Childwall Primary School,E01006594
933,Allerton Road,-2.906695169,53.38475844,,E01006597
934,Allerton Road,-2.871391487,53.37289541,Allerton Road,E01006799
935,Halewood Drive,-2.861467535,53.37569109,,E01006798
936,Halewood Drive,-2.861181612,53.37567518,,E01006798
937,Out Lane,-2.859938155,53.37737405,,E01006798
938,St Andrew's Avenue,-2.884231818,53.42893641,,E01006639
939,Yew Tree Lane,-2.878000817,53.43112173,Bow and Arrowe PH,E01006637
940,Mab Lane,-2.877493041,53.43131422,Bow and Arrowe PH,E01006637
941,Snowberry Road,-2.875110766,53.43037889,,E01006637
942,Princess Drive,-2.872440004,53.42784561,,E01006638
943,Finch Road,-2.873202589,53.42907151,,E01006637
944,Colwell Road,-2.872095969,53.42868409,,E01006637
945,Ruscombe Road,-2.872907978,53.42571184,,E01006638
946,Fincham Road,-2.872926838,53.42516339,,E01006642
947,Gladeville Road,-2.926913553,53.37559623,,E01006526
948,Bentham Drive,-2.883492293,53.39980904,,E01006578
949,Well Lane,-2.879036775,53.39598571,,E01006580
950,Well Lane,-2.878017852,53.3954359,,E01006800
951,Crossways,-2.875665067,53.39437452,Headbourne Close,E01006800
952,Crossways,-2.875966526,53.39440826,Alderman John Village Garden,E01006800
953,Booker Avenue,-2.899382832,53.37309223,Allerton United Reform Church,E01006681
954,Booker Avenue,-2.898380173,53.37258741,Booker Avenue,E01006532
955,Forthlin Road,-2.896493302,53.37005774,,E01006681
956,Sandfield Walk,-2.910052031,53.42088616,The Queens PH,E01006719
957,Queens Drive,-2.907041888,53.41944388,,E01006621
958,Queens Drive,-2.906320888,53.41950329,Unison HQ,E01006569
959,Alder Road,-2.907496981,53.41891008,,E01006569
960,Acanthus Road,-2.907930208,53.41876297,,E01006719
961,South Drive,-2.90070931,53.42097498,Alder Hey Hospital Car Park Entrance,E01006569
962,Eaton Road,-2.897586996,53.42205019,,E01006622
963,Honey's Green Close,-2.892012011,53.42314367,,E01006570
964,Blackmoor Drive,-2.893222265,53.42273012,,E01006622
965,Martlett Road,-2.891515115,53.42528672,Martlett Road,E01006622
966,Ashfield Road,-2.930550221,53.37554995,,E01006526
967,Rose Brae,-2.911311582,53.38127154,,E01006689
968,Reedale Road,-2.910304414,53.38198036,,E01006596
969,Mossley Hill Road,-2.922567132,53.37618722,St Matthew and St James's Church,E01006524
970,North Mossley Hill Road,-2.921941139,53.37643476,St Matthew and St James's Church,E01006524
971,Cleveley Road,-2.896043048,53.37008809,,E01006534
972,Heath Road,-2.892881971,53.36626453,Heath Road,E01006535
973,Beauclair Drive,-2.903689131,53.39190044,Tennis Court,E01006582
974,Loreburn Road,-2.909605577,53.39362631,Mosspitts County Primary School,E01006591
975,Daffodil Road,-2.910318965,53.39393549,St Stephen's Presbyterian Church,E01006591
976,Woolton Road,-2.906109676,53.39329335,,E01006589
977,Grantley Road,-2.910118166,53.39157294,,E01006591
978,Dudlow Lane,-2.909040443,53.39180587,,E01006591
979,Childwall Road,-2.910014453,53.39869293,,E01006577
980,Childwall Road,-2.910307718,53.39834013,,E01006586
981,Canvey Close,-2.911047867,53.39778616,,E01006586
982,Dorking Grove,-2.903383302,53.39379042,,E01006589
983,Gressingham Road,-2.901510478,53.37562004,,E01006539
984,Grange Lane,-2.861324951,53.38352143,Woolton Conservative Club,E01006794
985,Hollytree Road,-2.860311427,53.38172198,,E01006794
986,Church Road,-2.895066859,53.35363669,Recreation Centre,E01006745
987,Church Road,-2.894677051,53.35367557,Recreation Centre,E01006745
988,Stamfordham Drive,-2.889819078,53.35991426,,E01006536
989,Woolton Road,-2.88946679,53.35959328,The Manor PH,E01006536
990,Mather Avenue,-2.888846458,53.36011028,The Manor PH,E01006536
991,Knavesmire Way,-2.889059466,53.35951542,The Manor PH,E01006536
992,Allerton Road,-2.883261715,53.36543723,,E01006535
993,Allerton Road,-2.882952463,53.36501704,,E01006535
994,Longcroft Avenue,-2.885802729,53.36187676,Allerton Cemetary,E01006536
995,Hunts Cross Avenue,-2.859620712,53.37728645,Shell Petrol Station,E01006798
996,Russell Road,-2.922275662,53.38982566,,E01006553
997,Woolton Road,-2.874610375,53.3715415,Allerton Towers Gardens,E01006535
998,Tennis Courts,-2.87342256,53.37078614,Tennis Courts,E01006533
999,Lowbridge Court,-2.893821948,53.35373591,Horrocks Avenue,E01006743
1000,Horrocks Avenue,-2.893250938,53.3537312,Horrocks Avenue,E01006743
1001,Elmswood Road,-2.932359519,53.37511334,,E01006521
1002,Hilda Road,-2.888492009,53.42537218,,E01006640
1003,Martlett Road,-2.890763549,53.42389007,Cardinal Heenan RC HS,E01006570
1004,Grange Avenue,-2.886998173,53.42590463,,E01006568
1005,Westerton Road,-2.886595374,53.42679752,,E01006640
1006,Sandbrook Road,-2.872683839,53.39934023,The Coronation PH,E01006769
1007,Sandbrook Road,-2.872778113,53.39953729,The Coronation PH,E01006774
1008,Craighurst Road,-2.870159139,53.39796539,Craighurst Road,E01006769
1009,Sarum Road,-2.868962217,53.39753365,,E01006775
1010,Lee Vale Road,-2.858575476,53.38435923,,E01006709
1011,Belle Vue Road,-2.858565508,53.38461099,,E01006772
1012,Halewood Road,-2.861067952,53.38345138,Woolton Conservative Club,E01006794
1013,Elmsfield Close,-2.870378769,53.3888311,Swimming Baths,E01006801
1014,Beuclair Drive,-2.90399487,53.39639257,Beauclair Drive,E01006582
1015,Abbeystead Road,-2.904212053,53.39670554,,E01006577
1016,Rose Lane,-2.907948639,53.38360732,Allerton Library,E01006596
1017,Allerton Road,-2.907202768,53.38388266,Allerton Library,E01006596
1018,Salisbury Park,-2.889421805,53.38844801,Good Sheperd Convant,E01006583
1019,Glenacres,-2.866525326,53.37974442,Glenrose Road,E01006793
1020,Hollytree Road,-2.866352869,53.3793951,,E01006793
1021,Hillside Drive,-2.866519067,53.37795567,,E01006793
1022,Lee Vale Road,-2.855364892,53.38395082,,E01006709
1023,Charnley Drive,-2.898406537,53.40025503,Cardinal Newman School,E01006577
1024,Baldwin Avenue,-2.881207687,53.40352035,,E01006773
1025,Thornton Road,-2.881364024,53.40380684,,E01006773
1026,Greenbank Lane,-2.92477253,53.38500626,Rathbone Hall,E01033749
1027,Streatham Avenue,-2.924210211,53.38611625,Lourdes Convent,E01033749
1028,Allerton Road,-2.870216518,53.37276915,Woolton Wood Lodge,E01006533
1029,Yew Tree Close,-2.883173089,53.42941166,,E01006639
1030,Childwall Mount Road,-2.890354302,53.39854456,Childwall Mount Road,E01006578
1031,Score Lane,-2.887743777,53.39885165,Surgery,E01006580
1032,Score Lane,-2.886803141,53.39918224,,E01006578
1033,Finch Way,-2.875311061,53.42254816,,E01006642
1034,Finch Way,-2.875068387,53.42318815,,E01006642
1035,Aspes Road,-2.883023433,53.4338083,,E01006644
1036,Colden Close,-2.882573613,53.43389253,Aspes Road,E01006644
1037,Barnham Drive,-2.884253075,53.39950678,,E01006580
1038,Woolton Road,-2.894003056,53.38965425,Woolton Road,E01006583
1039,Cromptons Lane,-2.894825416,53.38943235,Bishop Eaton Church,E01006594
1040,Halewood Drive,-2.853444943,53.37515547,,E01006797
1041,Church Road,-2.895381747,53.35360736,Recreation Centre,E01006745
1042,Church Road,-2.895904863,53.35347758,Recreation Centre,E01006745
1043,St Marys Road,-2.89569475,53.35348815,Recreation Centre,E01006745
1044,Childwall Mount Road,-2.890875542,53.39829797,Surgery,E01006579
1045,TA Centre,-2.906436245,53.38035584,Greenhill Road,E01006539
1046,Ballantrae Road,-2.903107379,53.37720799,,E01006539
1047,Storrisdale Road,-2.903906626,53.37732778,,E01006689
1048,Gressingham Road,-2.901959267,53.37551777,,E01006680
1049,Childwall Park Avenue,-2.8913502,53.39438427,Taggart Avenue,E01006581
1050,Irene Road,-2.892830054,53.39180239,Stand Park Road,E01006583
1051,Irene Road,-2.893199343,53.39148501,Irene Road,E01006583
1052,Springwood Avenue,-2.88478553,53.36210004,Allerton Cemetary,E01006535
1053,Menlove Avenue,-2.878224173,53.36820704,,E01006535
1054,Hillfoot Road,-2.877741653,53.36812969,,E01006535
1055,Rose Lane,-2.907519187,53.38179482,Tesco,E01006539
1056,Acresgate Court,-2.872566289,53.38992076,,E01006800
1057,Carnatic Road,-2.929762043,53.37801007,,E01006526
1058,Countisbury Drive,-2.884334949,53.38822513,,E01006583
1059,Devon Gardens,-2.884434036,53.38792776,,E01006583
1060,Wood View Road,-2.879013072,53.38608015,Wood View Road,E01006796
1061,Woolton Hill Road,-2.874714325,53.38248022,,E01006792
1062,Reservoir Road,-2.87313289,53.38013671,,E01006792
1063,Reservoir Road,-2.872890739,53.38005758,,E01006792
1064,New Mill Stile,-2.870721851,53.37764643,,E01006795
1065,North Mossley Hill Road,-2.921745297,53.38198243,Liverpool College,E01033749
1066,Irwell Lane,-2.930635032,53.37668189,Irwell Lane,E01006526
1067,North Mossley Hill Road,-2.921965331,53.38172905,Liverpool College,E01006524
1068,Childwall Park Avenue,-2.885013079,53.38757291,,E01006583
1069,Cabot Green,-2.88264016,53.38697923,,E01006796
1070,Gateacre Park Drive,-2.873082074,53.38500007,,E01006792
1071,Beaconsfield Road,-2.874801936,53.38235373,,E01006792
1072,Alice Close,-2.901058086,53.39405969,Wavertree Hebrew Congregational Church,E01006582
1073,Woolton Park,-2.870204778,53.37735357,,E01006795
1074,Mason Street,-2.868685336,53.37581855,,E01006795
1075,Mason Street,-2.868665001,53.37555802,St Peters Church,E01006795
1076,Green Lane North,-2.895181157,53.39420279,Green Lane North,E01006581
1077,Woolton Hill Road,-2.867614679,53.38304441,,E01006794
1078,Seafarers Drive,-2.866960265,53.38265365,,E01006794
1079,Garthdale Road,-2.908233924,53.38570855,,E01006596
1080,Wembley Road,-2.907244366,53.3851318,Wembley Road,E01006597
1081,Rose Lane,-2.908046053,53.38182677,Tesco,E01006689
1082,Hattons Lane,-2.898742383,53.39406816,,E01006582
1083,Stand Park Road,-2.887197361,53.39355227,,E01006583
1084,Countisbury Drive,-2.885329239,53.39193916,,E01006583
1085,Rockbourne Avenue,-2.87824731,53.38613073,,E01006796
1086,Woolton Road,-2.873783641,53.38475224,,E01006792
1087,Blackwood Avenue,-2.874558412,53.38514207,Blackwood Avenue,E01006792
1088,Devon Way,-2.885300959,53.39130116,,E01006583
1089,Abbeyvale Drive,-2.851941531,53.39170573,Abbeyvale Drive,E01006771
1090,Handel Road,-2.851869766,53.39187703,Slenna Close,E01006771
1091,Woodlee Road,-2.853821383,53.38570571,,E01006709
1092,Jones Farm Road,-2.854253202,53.38549588,Jones Farm Road,E01006709
1093,Broomhill Close,-2.849574568,53.39215406,,E01006771
1094,Tonbridge Close,-2.861534229,53.34771713,,E01006739
1095,Rycot Road,-2.857584376,53.34850965,,E01006739
1096,Conleach Road,-2.842036509,53.34393717,,E01006755
1097,Conleach Road,-2.842299044,53.34353981,,E01006755
1098,Ganworth Road,-2.837780308,53.34366152,,E01006755
1099,Mildenhall Road,-2.865055185,53.39546763,Electricity Substation,E01006770
1100,Damwood Road,-2.833690734,53.33883615,,E01006757
1101,Jones Farm Road,-2.856563837,53.38675574,St Stephens Church,E01006772
1102,Runton Road,-2.85070161,53.38985388,Runton Road,E01006708
1103,Runton Road,-2.851944134,53.39033041,Naylors Road,E01006771
1104,Manor Road,-2.863500495,53.37141566,School Lane,E01006533
1105,Watergate Lane,-2.863654478,53.37234041,,E01006795
1106,Morrisons,-2.838523035,53.34553498,,E01006755
1107,Jones Farm Road,-2.856333464,53.38651469,St Stephns Youth Centre,E01006709
1108,Morrisons,-2.838778534,53.34554217,,E01006755
1109,Heathgate Avenue,-2.823693676,53.33989438,,E01006754
1110,Alder Wood Avenue,-2.82267384,53.34231044,,E01006754
1111,Huttfield Road,-2.826581471,53.34631945,,E01006754
1112,Eastmains Avenue,-2.823288508,53.34458938,,E01006754
1113,Elloway Road,-2.824669807,53.34377983,,E01006754
1114,Westmains Avenue,-2.824946812,53.34490153,,E01006756
1115,Cadnam Road,-2.850101794,53.38691879,,E01006708
1116,Mildenhall Road,-2.865810656,53.39564193,,E01006770
1117,Oak View,-2.821226282,53.3443609,,E01006754
1118,Parade Crescent,-2.8405636,53.34083739,Parade Crescent,E01006755
1119,All Saints Road,-2.852878966,53.34005783,,E01006741
1120,St Cyrils Close,-2.854979731,53.39323907,,E01006771
1121,Southbrook Road,-2.852331682,53.39617939,,E01006771
1122,Farmview Close,-2.85327522,53.39598388,,
1123,Middlemiss Hey,-2.838342401,53.38684017,,E01006708
1124,Glebe Hey,-2.834955207,53.38739426,,E01006707
1125,Glebe Hey,-2.835248766,53.3877967,,E01006707
1126,Brakedale Close,-2.832084688,53.38514912,Woodlands Nursing Home,E01006707
1127,Peckmill Green,-2.832458457,53.38581168,,E01006707
1128,Beesands Close,-2.828990562,53.38298636,,E01006710
1129,Winster Drive,-2.829010297,53.38400196,,E01006707
1130,Holt Lane,-2.841972553,53.398599,,E01006708
1131,Garden Lodge Grove,-2.844694465,53.38947406,,E01006708
1132,Garden Lodge Grove,-2.844691084,53.3893033,,E01006708
1133,Shrewton Road,-2.86028533,53.39310207,,E01006772
1134,Elmhurst Road,-2.864618852,53.39619889,,E01006775
1135,Hartsbourne Avenue,-2.867406354,53.39276289,,E01006770
1136,Silverbrook Road,-2.849502267,53.39607372,Wheathill School,E01006771
1137,Silverbrook Road,-2.850187162,53.39648233,Wheathill School,E01006771
1138,Wood Lane,-2.835336608,53.38844329,,E01006706
1139,Vancouver Road,-2.835653028,53.38847703,Netherley Pumping Station,E01006706
1140,Holt Lane,-2.845641499,53.39097749,,E01006708
1141,Holt Lane,-2.845250057,53.39095329,,E01006706
1142,Clematis Road,-2.840486126,53.39185885,,E01006706
1143,Bray Road,-2.85671382,53.34779679,,E01006739
1144,Maintree Crescent,-2.823908036,53.34633794,,E01006754
1145,Maintree Crescent,-2.823739878,53.34618629,,E01006754
1146,Speke Road,-2.877953851,53.34921544,New Mersey Retail Park,E01006743
1147,New Mersey Shopping Park,-2.877951023,53.34980873,New Mersey Retail Park,E01006743
1148,Morrisons,-2.837937824,53.34556606,,E01006755
1149,Besford Drive,-2.859876262,53.38847576,,E01006772
1150,Besford Drive,-2.859318013,53.3883809,,E01006771
1151,Lee Park Avenue,-2.854695205,53.38954669,Belle Vale Park,E01006771
1152,Speke Road,-2.863130248,53.37168801,,E01006530
1153,Lyndor Road,-2.860951339,53.37096666,,E01006530
1154,Manor Way,-2.860003499,53.37091956,,E01006530
1155,St Cyrils Close,-2.855380573,53.39373059,,E01006771
1156,Hunts Cross Avenue,-2.85778556,53.37049507,,E01006530
1157,Linkside Road,-2.857272814,53.37040887,Linkside Shops,E01006530
1158,Manor Road,-2.863325249,53.37166862,Manor Road,E01006530
1159,Garden Lodge Grove,-2.843761566,53.38716154,Lee Manor High School,E01006708
1160,Middlemiss Hey,-2.838397589,53.3865881,,E01006707
1161,Lee Hall Road,-2.850289884,53.38654891,,E01006709
1162,Critchley Road,-2.827860617,53.33868798,,E01006757
1163,Millway Road,-2.822390221,53.34630347,,E01006754
1164,Bray Road,-2.853478299,53.34750537,,E01006741
1165,School Lane,-2.863146615,53.37026765,Charterhouse Road,E01006531
1166,Winfrith Road,-2.854601388,53.38336302,,E01006709
1167,Wimbald Close,-2.852427599,53.38818761,,E01006709
1168,Wimbald Close,-2.852560569,53.38806981,,E01006709
1169,Lee Hall Road,-2.85007691,53.38642458,,E01006708
1170,Torcross Way,-2.851982595,53.38397501,,E01006708
1171,Lee Park Avenue,-2.856099496,53.38384668,,E01006709
1172,Conleach Road,-2.843924316,53.33913274,,E01006753
1173,Morrisons,-2.838328847,53.34559028,,E01006755
1174,All Hallows Drive,-2.833414477,53.34546291,,E01006756
1175,Gerneth Road,-2.858415288,53.34575306,,E01006739
1176,Kingsthorne Park,-2.854680895,53.35655759,,E01006538
1177,Kingsthorne Park,-2.854890315,53.35651114,,E01006537
1178,Belsford Way,-2.860208155,53.34676489,,E01006739
1179,Speke Town Lane,-2.85855025,53.34648918,,E01006739
1180,School Lane,-2.863362455,53.37053575,,E01006533
1181,Chislehurst Avenue,-2.862877513,53.39412607,Chislehurst Avenue,E01006770
1182,Chislehurst Avenue,-2.861483855,53.39362377,,E01006772
1183,Belle Vale Interchange,-2.857337522,53.39158619,Belle Vale Shopping Centre,E01006771
1184,Belle Vale Interchange,-2.856281456,53.39141399,Belle Vale Shopping Centre,E01006771
1185,Lee Park Avenue,-2.854987245,53.38911313,,E01006709
1186,Garden Lodge Grove,-2.844457026,53.38735438,Lee Manor High School,E01006708
1187,Naylorsfield Drive,-2.848640894,53.39510905,,E01006708
1188,Damson Road,-2.835723289,53.39206308,Falcon PH,E01006706
1189,Pavaley Bank,-2.849441755,53.39152579,,E01006708
1190,Oldbridge Road,-2.833125436,53.34527616,Oldbridge Road,E01006756
1191,Parade Crescent,-2.839948951,53.34089566,Ganworth Road,E01006755
1192,Whitney Place,-2.857854279,53.37615757,,E01006797
1193,Whitney Place,-2.857445228,53.37599871,,E01006797
1194,Malton Road,-2.856997786,53.37317942,,E01006797
1195,Layton Road,-2.8566579,53.3734695,,E01006797
1196,Torcross Way,-2.851166211,53.38450219,,E01006708
1197,Widney Close,-2.949288098,53.3995736,The Speakland,E01006752
1198,Hollingsworth Court,-2.731896658,53.45549524,Hollingsworth Court,
1199,Sandyville Road,-2.932752312,53.43776284,Sandyville Road,E01006600
1200,Belmont Drive,-2.941636984,53.42224126,,E01006760
1201,Grange Street,-2.941237108,53.42253206,,E01006540
1202,New Road,-2.934511557,53.42395119,Liverpool City Mission,E01006761
1203,Haggerston Road,-2.960723404,53.44582882,,E01006608
1204,Haggerston Road,-2.959467049,53.4455333,Haggerston Road,E01006609
1205,St Agnes Road,-2.984609155,53.43567461,The Knowsley,E01006702
1206,Stanley Road,-2.985409799,53.43514665,The Knowsley,E01006778
1207,Jasmin Close,-2.968711519,53.4203797,Waterhouse Street,E01006646
1208,Bentinck Street,-2.996534759,53.42296425,,E01006776
1209,Saltney Street,-2.996731754,53.42109291,,E01006776
1210,Victoria Road,-2.930955699,53.42512955,,E01006764
1211,Green Lane,-2.930231498,53.4250453,St John the Baptisit Church,E01006761
1212,Bedford Place,-2.997097743,53.44058679,,E01006778
1213,Lodwick Street,-2.997260366,53.44045958,,E01006778
1214,Farnworth Street,-2.955290312,53.41640688,The Olympia,E01006694
1215,Hygeia Street,-2.955924556,53.41650967,The Olympia,E01006647
1216,Conwy Drive,-2.951213744,53.41847092,St Michaels School,E01006693
1217,Lloyd Close,-2.967576104,53.41875293,Village Street,E01006646
1218,Ellel Grove,-2.946292919,53.42183591,,E01006540
1219,March Road,-2.940988717,53.42354976,,E01006760
1220,Rocky Lane,-2.940811104,53.42300284,,E01006540
1221,Gem Street,-2.988904786,53.42229958,,E01006776
1222,Boundary Street,-2.988338139,53.4251178,,E01006779
1223,Boundary Street,-2.988603759,53.42489088,,E01006778
1224,Commercial Road,-2.988080595,53.43023462,Sandhills Station,E01006778
1225,Caird Street,-2.959325938,53.41521495,Registry Office,E01006647
1226,Hanwell Street,-2.948936051,53.42700151,,E01006548
1227,Plumpton Street,-2.964966481,53.41647289,Mill Road,E01006646
1228,Forge Street,-2.995064691,53.43669358,,E01006778
1229,Bankfield Street,-2.99542296,53.43656475,,E01006778
1230,Studholme Street,-2.993838057,53.43380038,Bankhall Fire Station,E01006776
1231,Juniper Street,-2.994279316,53.43400345,Bankhall Fire Station,E01006776
1232,Sandhills Lane,-2.99520796,53.42994172,Sandhills Station,E01006776
1233,Sandhills Lane,-2.994008838,53.43144387,Sandhills Station,E01006776
1234,Errington Street,-2.995981969,53.42892851,,E01006776
1235,Blackstone Street,-2.996368648,53.4261567,,E01006778
1236,Blackstone Street,-2.996827544,53.42454385,,E01006778
1237,Great Howard Street,-2.99633132,53.42520419,,E01006779
1238,Townsend Avenue,-2.933591306,53.43689336,Townsend Avenue,E01006603
1239,Queens Drive,-2.93246919,53.43720774,Queens Drive,E01006600
1240,Cherry Lane,-2.935023259,53.43492258,Cherry Lane,E01006606
1241,Plumpton Street,-2.965648934,53.41671007,Plumpton Street,E01006646
1242,Everton Road,-2.967037826,53.41956629,Heyworth Street,E01006564
1243,Dobson Street,-2.964589243,53.42041307,Spindle Close,E01006564
1244,Lance Close,-2.964343245,53.42084653,Lance Close,E01006564
1245,Queens Road,-2.961059298,53.42202358,Breckfield Road South,E01006563
1246,Richard Kelly Drive,-2.938843777,53.43342742,Richard Kelly Drive,E01006606
1247,Eldon Street,-2.989999822,53.41761627,Burlington Street,E01006776
1248,Eldonian Way,-2.989527122,53.42058654,Eldonian Way,E01006776
1249,Tatlock Street,-2.989369161,53.42026424,The Castle,E01006776
1250,Abbey Road,-2.949329232,53.4284366,Priory Road,E01006766
1251,Vicar Road,-2.944860264,53.42983836,Empress Road,E01006766
1252,Vicar Road,-2.944566275,53.43015529,Vicar Road,E01006766
1253,Pinehurst Avenue,-2.940619943,53.43206512,Darmonds Green Avenue,E01006762
1254,Pinehurst Avenue,-2.941252996,53.43210507,Pinehurst Avenue,E01006762
1255,Sandhills Lane,-2.987544368,53.42917837,Sandhills Station,E01006778
